"","GENERAL.APPEARANCE","MANNER.OF.SPEAKING","PHYSICAL.CONDITION","MENTAL.ALERTNESS","SELF.CONFIDENCE","ABILITY.TO.PRESENT.IDEAS","COMMUNICATION.SKILLS","CLASS_factor","CLASS_encoded.CLASS_factorEmployable","CLASS_encoded.CLASS_factorLessEmployable"
"1497",5,5,5,5,5,4,4,"Employable",1,0
"1498",5,4,5,5,5,4,4,"Employable",1,0
"1499",5,4,5,5,5,4,4,"Employable",1,0
"1500",4,3,4,3,4,3,3,"LessEmployable",0,1
"1501",5,4,5,5,4,4,4,"LessEmployable",0,1
"1502",5,3,4,4,3,4,3,"LessEmployable",0,1
"1503",5,3,3,3,4,3,3,"LessEmployable",0,1
"1504",5,4,5,5,5,4,4,"Employable",1,0
"1505",5,5,5,5,5,4,4,"Employable",1,0
"1506",5,4,5,5,5,4,4,"Employable",1,0
"1507",5,5,5,5,4,5,4,"Employable",1,0
"1508",5,4,5,5,5,4,4,"Employable",1,0
"1509",5,5,5,5,5,5,4,"Employable",1,0
"1510",5,4,5,5,4,4,4,"Employable",1,0
"1511",5,3,4,4,4,4,3,"LessEmployable",0,1
"1512",4,4,4,4,3,4,4,"LessEmployable",0,1
"1513",5,4,5,5,5,4,4,"Employable",1,0
"1514",4,5,4,4,4,5,4,"Employable",1,0
"1515",4,3,3,3,3,3,3,"Employable",1,0
"1516",4,4,4,4,5,4,4,"LessEmployable",0,1
"1517",3,3,3,4,3,3,3,"Employable",1,0
"1518",4,4,4,3,3,3,3,"Employable",1,0
"1519",4,4,4,3,4,3,3,"LessEmployable",0,1
"1520",4,4,4,4,4,4,4,"Employable",1,0
"1521",3,3,3,4,3,3,3,"Employable",1,0
"1522",5,5,3,5,3,5,5,"Employable",1,0
"1523",4,4,4,4,4,4,4,"Employable",1,0
"1524",4,5,5,5,5,5,5,"Employable",1,0
"1525",4,4,4,4,4,4,4,"Employable",1,0
"1526",4,3,3,3,3,3,3,"Employable",1,0
"1527",3,4,3,4,3,4,3,"Employable",1,0
"1528",4,4,4,4,4,4,4,"LessEmployable",0,1
"1529",4,3,3,3,4,3,4,"LessEmployable",0,1
"1530",4,4,4,4,3,4,3,"Employable",1,0
"1531",3,4,4,4,3,4,3,"Employable",1,0
"1532",5,4,4,4,4,4,4,"Employable",1,0
"1533",4,4,4,3,3,4,4,"Employable",1,0
"1534",3,4,4,3,4,4,3,"LessEmployable",0,1
"1535",4,3,2,3,2,2,3,"Employable",1,0
"1536",4,3,4,3,4,3,3,"Employable",1,0
"1537",4,4,3,4,3,4,3,"LessEmployable",0,1
"1538",4,4,4,4,3,3,3,"Employable",1,0
"1539",5,3,3,4,3,3,3,"LessEmployable",0,1
"1540",4,3,3,3,3,3,2,"Employable",1,0
"1541",3,4,4,4,4,4,4,"Employable",1,0
"1542",4,5,4,5,4,4,4,"Employable",1,0
"1543",4,4,4,3,4,4,3,"LessEmployable",0,1
"1544",4,4,4,4,3,4,4,"Employable",1,0
"1545",5,5,5,5,5,5,4,"Employable",1,0
"1546",3,3,3,3,3,2,2,"Employable",1,0
"1547",4,4,4,4,4,4,3,"LessEmployable",0,1
"1548",4,4,4,4,4,4,4,"LessEmployable",0,1
"1549",4,3,3,3,3,3,2,"Employable",1,0
"1550",5,4,4,4,4,4,4,"Employable",1,0
"1551",3,3,3,3,3,3,3,"LessEmployable",0,1
"1552",4,3,4,3,3,3,3,"Employable",1,0
"1553",4,3,4,3,3,3,2,"Employable",1,0
"1554",2,2,3,3,3,3,3,"LessEmployable",0,1
"1555",4,4,3,4,3,4,3,"LessEmployable",0,1
"1556",4,4,4,3,3,4,3,"Employable",1,0
"1557",4,4,5,4,4,4,4,"LessEmployable",0,1
"1558",5,4,4,4,4,3,3,"LessEmployable",0,1
"1559",4,4,4,4,3,4,3,"LessEmployable",0,1
"1560",4,4,4,4,4,4,4,"LessEmployable",0,1
"1561",4,5,4,4,4,4,4,"LessEmployable",0,1
"1562",5,5,4,5,5,5,5,"Employable",1,0
"1563",4,4,4,4,4,4,4,"Employable",1,0
"1564",5,4,4,4,4,4,3,"LessEmployable",0,1
"1565",5,4,4,4,4,4,3,"LessEmployable",0,1
"1566",5,5,4,4,5,4,5,"LessEmployable",0,1
"1567",5,4,4,4,4,4,3,"Employable",1,0
"1568",5,4,4,4,4,4,3,"Employable",1,0
"1569",5,5,4,4,5,4,4,"Employable",1,0
"1570",4,3,4,4,4,3,3,"Employable",1,0
"1571",5,4,3,3,3,4,4,"LessEmployable",0,1
"1572",5,5,5,5,5,5,5,"Employable",1,0
"1573",5,4,5,5,5,5,4,"Employable",1,0
"1574",5,4,5,5,5,5,4,"Employable",1,0
"1575",5,3,5,4,4,3,3,"Employable",1,0
"1576",5,4,5,5,5,4,4,"Employable",1,0
"1577",5,3,5,4,4,4,3,"LessEmployable",0,1
"1578",5,5,5,5,5,4,3,"Employable",1,0
"1579",5,5,5,5,5,5,3,"Employable",1,0
"1580",5,4,4,4,4,4,4,"LessEmployable",0,1
"1581",4,3,4,4,4,3,3,"LessEmployable",0,1
"1582",4,4,4,4,4,4,3,"LessEmployable",0,1
"1583",4,4,5,4,4,4,3,"LessEmployable",0,1
"1584",5,3,5,4,5,5,3,"Employable",1,0
"1585",5,3,3,3,3,3,2,"Employable",1,0
"1586",4,3,4,3,4,3,4,"Employable",1,0
"1587",4,3,4,4,4,3,3,"Employable",1,0
"1588",4,3,3,2,3,2,3,"Employable",1,0
"1589",5,5,5,5,5,5,4,"LessEmployable",0,1
"1590",4,3,4,3,4,3,4,"LessEmployable",0,1
"1591",3,3,4,4,4,3,3,"LessEmployable",0,1
"1592",4,3,4,4,4,3,3,"Employable",1,0
"1593",4,4,4,4,4,3,3,"Employable",1,0
"1594",4,4,5,5,4,5,5,"LessEmployable",0,1
"1595",4,5,5,5,5,4,5,"Employable",1,0
"1596",4,5,5,5,5,4,5,"Employable",1,0
"1597",4,4,3,4,4,4,4,"LessEmployable",0,1
"1598",4,3,4,4,4,3,3,"LessEmployable",0,1
"1599",4,3,4,4,3,4,4,"LessEmployable",0,1
"1600",3,3,4,4,4,4,4,"LessEmployable",0,1
"1601",5,4,4,4,5,4,5,"LessEmployable",0,1
"1602",3,3,3,3,4,3,3,"Employable",1,0
"1603",3,3,4,3,4,3,3,"Employable",1,0
"1604",3,4,3,4,3,4,3,"Employable",1,0
"1605",4,4,4,3,4,4,3,"LessEmployable",0,1
"1606",5,4,4,3,3,4,4,"LessEmployable",0,1
"1607",4,3,2,4,3,4,3,"LessEmployable",0,1
"1608",5,5,5,4,5,4,5,"LessEmployable",0,1
"1609",4,2,4,4,3,3,3,"LessEmployable",0,1
"1610",5,5,5,5,5,5,5,"LessEmployable",0,1
"1611",4,3,3,4,3,3,3,"Employable",1,0
"1612",5,4,3,3,3,3,2,"LessEmployable",0,1
"1613",5,5,5,5,5,4,5,"Employable",1,0
"1614",4,5,5,5,5,5,5,"LessEmployable",0,1
"1615",4,5,5,3,3,5,3,"LessEmployable",0,1
"1616",4,5,3,5,5,5,3,"Employable",1,0
"1617",3,5,5,3,5,5,3,"Employable",1,0
"1618",3,3,3,3,3,3,3,"Employable",1,0
"1619",4,3,4,4,4,3,3,"Employable",1,0
"1620",4,3,4,2,2,2,2,"LessEmployable",0,1
"1621",3,2,3,3,3,3,3,"LessEmployable",0,1
"1622",5,5,4,5,4,5,4,"LessEmployable",0,1
"1623",3,4,3,4,3,4,3,"Employable",1,0
"1624",4,3,3,3,3,3,3,"Employable",1,0
"1625",5,4,4,4,4,4,4,"Employable",1,0
"1626",4,4,4,4,4,4,4,"Employable",1,0
"1627",4,4,4,4,3,3,3,"LessEmployable",0,1
"1628",5,4,5,5,5,5,4,"LessEmployable",0,1
"1629",3,4,3,3,3,3,3,"LessEmployable",0,1
"1630",4,3,3,3,3,3,3,"Employable",1,0
"1631",4,5,4,4,4,4,4,"LessEmployable",0,1
"1632",5,4,4,4,4,4,4,"Employable",1,0
"1633",5,5,4,5,4,4,5,"Employable",1,0
"1634",4,4,4,4,5,5,5,"Employable",1,0
"1635",4,3,3,4,3,3,3,"LessEmployable",0,1
"1636",4,5,5,5,4,4,4,"Employable",1,0
"1637",4,4,4,3,3,4,3,"Employable",1,0
"1638",4,4,4,3,3,4,3,"Employable",1,0
"1639",4,5,4,5,5,5,5,"Employable",1,0
"1640",4,4,4,4,4,4,3,"Employable",1,0
"1641",4,3,3,3,3,3,2,"LessEmployable",0,1
"1642",3,3,3,2,3,3,3,"LessEmployable",0,1
"1643",4,4,3,3,4,4,3,"Employable",1,0
"1644",4,4,3,3,3,3,3,"Employable",1,0
"1645",4,4,4,3,3,3,3,"Employable",1,0
"1646",5,3,3,4,3,3,3,"Employable",1,0
"1647",4,4,4,4,4,4,4,"Employable",1,0
"1648",4,4,3,4,3,4,4,"Employable",1,0
"1649",5,5,5,5,5,5,4,"LessEmployable",0,1
"1650",3,4,4,4,3,4,4,"Employable",1,0
"1651",4,3,3,2,3,3,2,"LessEmployable",0,1
"1652",3,3,3,3,3,2,2,"LessEmployable",0,1
"1653",4,4,3,4,4,4,3,"LessEmployable",0,1
"1654",3,3,3,3,3,3,3,"LessEmployable",0,1
"1655",5,3,3,3,3,3,3,"LessEmployable",0,1
"1656",4,4,4,4,4,4,4,"LessEmployable",0,1
"1657",4,4,4,5,5,4,4,"LessEmployable",0,1
"1658",5,5,4,4,5,5,4,"Employable",1,0
"1659",4,4,4,4,3,3,3,"LessEmployable",0,1
"1660",5,5,5,5,5,4,4,"Employable",1,0
"1661",5,4,4,4,4,5,4,"Employable",1,0
"1662",5,5,5,5,5,5,4,"Employable",1,0
"1663",4,3,4,4,3,4,3,"LessEmployable",0,1
"1664",4,3,4,4,3,3,3,"LessEmployable",0,1
"1665",5,5,4,5,5,4,4,"LessEmployable",0,1
"1666",4,4,4,5,5,4,3,"LessEmployable",0,1
"1667",5,4,5,5,5,5,5,"Employable",1,0
"1668",5,3,3,4,5,3,3,"Employable",1,0
"1669",5,5,5,5,4,5,4,"Employable",1,0
"1670",5,5,4,5,4,5,5,"Employable",1,0
"1671",4,4,3,3,3,4,4,"LessEmployable",0,1
"1672",5,5,5,5,5,4,4,"Employable",1,0
"1673",5,5,5,5,5,4,4,"Employable",1,0
"1674",5,4,5,5,5,4,4,"Employable",1,0
"1675",5,4,5,5,5,4,4,"Employable",1,0
"1676",4,3,4,3,4,3,3,"LessEmployable",0,1
"1677",5,4,5,5,4,4,4,"LessEmployable",0,1
"1678",5,3,4,4,3,4,3,"LessEmployable",0,1
"1679",5,3,3,3,4,3,3,"LessEmployable",0,1
"1680",5,4,5,5,5,4,4,"Employable",1,0
"1681",5,5,5,5,5,4,4,"Employable",1,0
"1682",5,4,5,5,5,4,4,"Employable",1,0
"1683",5,5,5,5,5,5,4,"Employable",1,0
"1684",5,4,5,5,5,4,4,"Employable",1,0
"1685",5,5,5,5,5,5,4,"Employable",1,0
"1686",5,4,5,5,4,4,4,"Employable",1,0
"1687",5,3,4,4,4,4,3,"LessEmployable",0,1
"1688",4,4,4,4,3,4,4,"LessEmployable",0,1
"1689",4,5,4,4,4,5,4,"Employable",1,0
"1690",4,3,3,3,3,3,3,"Employable",1,0
"1691",4,4,4,4,5,4,4,"LessEmployable",0,1
"1692",3,3,3,4,3,3,3,"Employable",1,0
"1693",4,4,4,3,4,4,3,"Employable",1,0
"1694",4,4,4,3,4,4,3,"LessEmployable",0,1
"1695",4,4,4,4,4,4,3,"Employable",1,0
"1696",3,3,3,4,4,4,3,"Employable",1,0
"1697",5,5,3,5,4,4,3,"Employable",1,0
"1698",4,4,4,4,4,4,3,"Employable",1,0
"1699",4,5,5,5,5,5,5,"Employable",1,0
"1700",4,4,4,4,4,4,4,"Employable",1,0
"1701",4,3,3,3,3,3,3,"Employable",1,0
"1702",3,4,3,4,3,4,3,"Employable",1,0
"1703",4,4,4,4,4,4,4,"LessEmployable",0,1
"1704",4,3,3,3,4,3,4,"LessEmployable",0,1
"1705",4,4,4,4,3,4,3,"Employable",1,0
"1706",3,4,4,4,3,4,3,"Employable",1,0
"1707",5,4,4,4,4,4,4,"Employable",1,0
"1708",4,4,4,3,3,4,4,"Employable",1,0
"1709",3,4,4,3,4,4,3,"LessEmployable",0,1
"1710",4,3,2,3,2,2,3,"Employable",1,0
"1711",4,3,4,3,4,3,3,"Employable",1,0
"1712",4,4,3,4,3,4,3,"LessEmployable",0,1
"1713",4,4,4,4,3,3,3,"Employable",1,0
"1714",5,3,3,4,3,3,3,"LessEmployable",0,1
"1715",4,3,3,3,3,3,2,"Employable",1,0
"1716",3,4,4,4,4,4,4,"Employable",1,0
"1717",4,5,4,5,4,4,4,"Employable",1,0
"1718",4,4,4,3,4,4,3,"LessEmployable",0,1
"1719",4,4,4,4,3,4,4,"Employable",1,0
"1720",5,5,5,5,5,5,4,"Employable",1,0
"1721",3,3,3,3,3,2,2,"Employable",1,0
"1722",4,4,4,4,4,4,3,"LessEmployable",0,1
"1723",4,4,4,4,4,4,4,"LessEmployable",0,1
"1724",4,3,3,3,3,3,2,"Employable",1,0
"1725",5,4,4,4,4,4,4,"Employable",1,0
"1726",3,3,3,3,3,3,3,"LessEmployable",0,1
"1727",4,3,4,3,3,3,3,"Employable",1,0
"1728",4,3,4,3,3,3,2,"Employable",1,0
"1729",2,2,3,3,3,3,3,"LessEmployable",0,1
"1730",4,4,3,4,3,4,3,"LessEmployable",0,1
"1731",4,4,4,3,3,4,3,"Employable",1,0
"1732",4,4,5,4,4,4,4,"LessEmployable",0,1
"1733",5,4,4,4,4,3,3,"LessEmployable",0,1
"1734",4,4,4,4,3,4,3,"LessEmployable",0,1
"1735",4,4,4,4,4,4,4,"LessEmployable",0,1
"1736",4,5,4,4,4,4,4,"LessEmployable",0,1
"1737",5,5,4,5,5,5,5,"Employable",1,0
"1738",4,4,4,4,4,4,4,"Employable",1,0
"1739",5,4,4,4,4,4,3,"LessEmployable",0,1
"1740",5,4,4,4,4,4,3,"LessEmployable",0,1
"1741",5,5,4,4,5,4,5,"LessEmployable",0,1
"1742",5,4,4,4,4,4,3,"Employable",1,0
"1743",5,4,4,4,4,4,3,"Employable",1,0
"1744",5,5,4,4,5,4,4,"Employable",1,0
"1745",4,3,4,4,4,3,3,"Employable",1,0
"1746",5,4,3,3,3,4,4,"LessEmployable",0,1
"1747",5,5,5,5,5,5,5,"Employable",1,0
"1748",5,4,5,5,5,5,4,"Employable",1,0
"1749",5,4,5,5,5,5,4,"Employable",1,0
"1750",5,3,5,4,4,3,3,"Employable",1,0
"1751",5,4,5,5,5,4,4,"Employable",1,0
"1752",5,3,5,4,4,4,3,"LessEmployable",0,1
"1753",5,5,5,5,5,4,3,"Employable",1,0
"1754",5,5,5,5,5,5,3,"Employable",1,0
"1755",5,4,4,4,4,4,4,"LessEmployable",0,1
"1756",4,3,4,4,4,3,3,"LessEmployable",0,1
"1757",4,4,4,4,4,4,3,"LessEmployable",0,1
"1758",4,4,5,4,4,4,3,"LessEmployable",0,1
"1759",5,3,5,4,5,5,3,"Employable",1,0
"1760",5,3,3,3,3,3,2,"Employable",1,0
"1761",4,3,4,3,4,3,4,"Employable",1,0
"1762",4,3,4,4,4,3,3,"Employable",1,0
"1763",4,3,3,2,3,2,3,"Employable",1,0
"1764",5,5,5,5,5,5,4,"LessEmployable",0,1
"1765",4,3,4,3,4,3,4,"LessEmployable",0,1
"1766",3,3,4,4,4,3,3,"LessEmployable",0,1
"1767",4,3,4,4,4,3,3,"Employable",1,0
"1768",4,4,4,4,4,3,3,"Employable",1,0
"1769",4,4,5,5,4,5,5,"LessEmployable",0,1
"1770",4,5,5,5,5,4,5,"Employable",1,0
"1771",4,5,5,5,5,4,5,"Employable",1,0
"1772",4,4,3,4,4,4,4,"LessEmployable",0,1
"1773",4,3,4,4,4,3,3,"LessEmployable",0,1
"1774",4,3,4,4,3,4,4,"LessEmployable",0,1
"1775",3,3,4,4,4,4,4,"LessEmployable",0,1
"1776",5,4,4,4,5,4,5,"LessEmployable",0,1
"1777",3,3,3,3,4,3,3,"Employable",1,0
"1778",3,3,4,3,4,3,3,"Employable",1,0
"1779",3,4,3,4,3,4,3,"Employable",1,0
"1780",4,4,4,3,4,4,3,"LessEmployable",0,1
"1781",5,4,4,3,3,4,4,"LessEmployable",0,1
"1782",4,3,2,4,3,4,3,"LessEmployable",0,1
"1783",5,5,5,4,5,4,5,"LessEmployable",0,1
"1784",4,2,4,4,3,3,3,"LessEmployable",0,1
"1785",5,5,5,5,5,5,5,"LessEmployable",0,1
"1786",4,3,3,4,3,3,3,"Employable",1,0
"1787",5,4,3,3,3,3,2,"LessEmployable",0,1
"1788",5,5,5,5,5,4,5,"Employable",1,0
"1789",4,5,5,5,5,5,5,"LessEmployable",0,1
"1790",4,5,5,3,3,5,3,"LessEmployable",0,1
"1791",4,5,3,5,5,5,3,"Employable",1,0
"1792",3,5,5,3,5,5,3,"Employable",1,0
"1793",3,3,3,3,3,3,3,"Employable",1,0
"1794",4,3,4,4,4,3,3,"Employable",1,0
"1795",4,3,4,2,2,2,2,"LessEmployable",0,1
"1796",3,2,3,3,3,3,3,"LessEmployable",0,1
"1797",5,5,4,5,4,5,4,"LessEmployable",0,1
"1798",3,4,3,4,3,4,3,"Employable",1,0
"1799",4,3,3,3,3,3,3,"Employable",1,0
"1800",5,4,4,4,4,4,4,"Employable",1,0
"1801",4,4,4,4,4,4,4,"Employable",1,0
"1802",4,4,4,4,3,3,3,"LessEmployable",0,1
"1803",5,4,5,5,5,5,4,"LessEmployable",0,1
"1804",3,4,3,3,3,3,3,"LessEmployable",0,1
"1805",4,3,3,3,3,3,3,"Employable",1,0
"1806",4,5,4,4,4,4,4,"LessEmployable",0,1
"1807",5,4,4,4,4,4,4,"Employable",1,0
"1808",5,5,4,5,4,4,5,"Employable",1,0
"1809",4,4,4,4,5,5,5,"Employable",1,0
"1810",4,3,3,4,3,3,3,"LessEmployable",0,1
"1811",4,5,5,5,4,4,4,"Employable",1,0
"1812",4,4,4,3,3,4,3,"Employable",1,0
"1813",4,4,4,3,3,4,3,"Employable",1,0
"1814",4,5,4,5,5,5,5,"Employable",1,0
"1815",4,4,4,4,4,4,3,"Employable",1,0
"1816",4,3,3,3,3,3,2,"LessEmployable",0,1
"1817",3,3,3,2,3,3,3,"LessEmployable",0,1
"1818",4,4,3,3,4,4,3,"Employable",1,0
"1819",4,4,3,3,3,3,3,"Employable",1,0
"1820",4,4,4,3,3,3,3,"Employable",1,0
"1821",5,3,3,4,3,3,3,"Employable",1,0
"1822",4,4,4,4,4,4,4,"Employable",1,0
"1823",4,4,3,4,3,4,4,"Employable",1,0
"1824",5,5,5,5,5,5,4,"LessEmployable",0,1
"1825",3,4,4,4,3,4,4,"Employable",1,0
"1826",4,3,3,2,3,3,2,"LessEmployable",0,1
"1827",3,3,3,3,3,2,2,"LessEmployable",0,1
"1828",4,4,3,4,4,4,3,"LessEmployable",0,1
"1829",3,3,3,3,3,3,3,"LessEmployable",0,1
"1830",5,3,3,3,3,3,3,"LessEmployable",0,1
"1831",4,4,4,4,4,4,4,"LessEmployable",0,1
"1832",4,4,4,5,5,4,4,"LessEmployable",0,1
"1833",4,3,3,4,5,4,3,"LessEmployable",0,1
"1834",5,4,5,4,4,4,4,"Employable",1,0
"1835",5,4,4,4,4,4,4,"Employable",1,0
"1836",5,4,5,5,5,5,4,"Employable",1,0
"1837",4,3,3,3,5,3,3,"LessEmployable",0,1
"1838",5,5,5,5,5,4,4,"Employable",1,0
"1839",5,5,4,4,5,5,4,"Employable",1,0
"1840",4,4,4,4,3,3,3,"LessEmployable",0,1
"1841",5,5,5,5,5,4,4,"Employable",1,0
"1842",5,4,4,4,4,5,4,"Employable",1,0
"1843",5,5,5,5,5,5,4,"Employable",1,0
"1844",4,3,4,4,3,4,3,"LessEmployable",0,1
"1845",4,3,4,4,3,3,3,"LessEmployable",0,1
"1846",5,5,4,5,5,4,4,"LessEmployable",0,1
"1847",4,4,4,5,5,4,3,"LessEmployable",0,1
"1848",5,4,5,5,5,5,5,"Employable",1,0
"1849",5,3,3,4,5,3,3,"Employable",1,0
"1850",5,5,5,5,4,5,4,"Employable",1,0
"1851",5,5,4,5,4,5,5,"Employable",1,0
"1852",4,4,3,3,3,4,4,"LessEmployable",0,1
"1853",5,5,5,5,5,4,4,"Employable",1,0
"1854",5,5,5,5,5,4,4,"Employable",1,0
"1855",5,4,5,5,5,4,4,"Employable",1,0
"1856",5,4,5,5,5,4,4,"Employable",1,0
"1857",4,3,4,3,4,3,3,"LessEmployable",0,1
"1858",5,4,5,5,4,4,4,"LessEmployable",0,1
"1859",5,3,4,4,3,4,3,"LessEmployable",0,1
"1860",5,3,3,3,4,3,3,"LessEmployable",0,1
"1861",5,4,5,5,5,4,4,"Employable",1,0
"1862",5,5,5,5,5,4,4,"Employable",1,0
"1863",5,4,5,5,5,4,4,"Employable",1,0
"1864",5,5,5,5,5,5,4,"Employable",1,0
"1865",5,4,5,5,5,4,4,"Employable",1,0
"1866",5,5,5,5,5,5,4,"Employable",1,0
"1867",5,4,5,5,4,4,4,"Employable",1,0
"1868",5,3,4,4,4,4,3,"LessEmployable",0,1
"1869",4,4,4,4,3,4,4,"LessEmployable",0,1
"1870",5,4,5,5,5,4,4,"Employable",1,0
"1871",4,5,4,4,4,5,4,"Employable",1,0
"1872",4,3,3,3,3,3,3,"Employable",1,0
"1873",4,4,4,4,5,4,4,"LessEmployable",0,1
"1874",3,3,3,4,3,3,3,"Employable",1,0
"1875",4,4,4,3,3,3,3,"Employable",1,0
"1876",4,4,4,3,4,3,3,"LessEmployable",0,1
"1877",4,4,4,4,4,4,4,"Employable",1,0
"1878",3,3,3,4,3,3,3,"Employable",1,0
"1879",5,5,3,5,3,5,5,"Employable",1,0
"1880",4,4,4,4,4,4,4,"Employable",1,0
"1881",4,5,5,5,5,5,5,"Employable",1,0
"1882",4,4,4,4,4,4,4,"Employable",1,0
"1883",4,3,3,3,3,3,3,"Employable",1,0
"1884",3,4,3,4,3,4,3,"Employable",1,0
"1885",4,4,4,4,4,4,4,"LessEmployable",0,1
"1886",4,3,3,3,4,3,4,"LessEmployable",0,1
"1887",4,4,4,4,3,4,3,"Employable",1,0
"1888",3,4,4,4,3,4,3,"Employable",1,0
"1889",5,4,4,4,4,4,4,"Employable",1,0
"1890",4,4,4,3,3,4,4,"Employable",1,0
"1891",3,4,4,3,4,4,3,"LessEmployable",0,1
"1892",4,3,2,3,2,2,3,"Employable",1,0
"1893",4,3,4,3,4,3,3,"Employable",1,0
"1894",4,4,3,4,3,4,3,"LessEmployable",0,1
"1895",4,4,4,4,3,3,3,"Employable",1,0
"1896",5,3,3,4,3,3,3,"LessEmployable",0,1
"1897",4,3,3,3,3,3,2,"Employable",1,0
"1898",3,4,4,4,4,4,4,"Employable",1,0
"1899",4,5,4,5,4,4,4,"Employable",1,0
"1900",4,4,4,3,4,4,3,"LessEmployable",0,1
"1901",4,4,4,4,3,4,4,"Employable",1,0
"1902",5,5,5,5,5,5,4,"Employable",1,0
"1903",3,3,3,3,3,2,2,"Employable",1,0
"1904",4,4,4,4,4,4,3,"LessEmployable",0,1
"1905",4,4,4,4,4,4,4,"LessEmployable",0,1
"1906",4,3,3,3,3,3,2,"Employable",1,0
"1907",5,4,4,4,4,4,4,"Employable",1,0
"1908",3,3,3,3,3,3,3,"LessEmployable",0,1
"1909",4,3,4,3,3,3,3,"Employable",1,0
"1910",4,3,4,3,3,3,2,"Employable",1,0
"1911",2,2,3,3,3,3,3,"LessEmployable",0,1
"1912",4,4,3,4,3,4,3,"LessEmployable",0,1
"1913",4,4,4,3,3,4,3,"Employable",1,0
"1914",4,4,5,4,4,4,4,"LessEmployable",0,1
"1915",5,4,4,4,4,3,3,"LessEmployable",0,1
"1916",4,4,4,4,3,4,3,"LessEmployable",0,1
"1917",4,4,4,4,4,4,4,"LessEmployable",0,1
"1918",4,5,4,4,4,4,4,"LessEmployable",0,1
"1919",5,5,4,5,5,5,5,"Employable",1,0
"1920",4,4,4,4,4,4,4,"Employable",1,0
"1921",5,4,4,4,4,4,3,"LessEmployable",0,1
"1922",5,4,4,4,4,4,3,"LessEmployable",0,1
"1923",5,5,4,4,5,4,5,"LessEmployable",0,1
"1924",5,4,4,4,4,4,3,"Employable",1,0
"1925",5,4,4,4,4,4,3,"Employable",1,0
"1926",5,5,4,4,5,4,4,"Employable",1,0
"1927",4,3,4,4,4,3,3,"Employable",1,0
"1928",5,4,3,3,3,4,4,"LessEmployable",0,1
"1929",5,5,5,5,5,5,5,"Employable",1,0
"1930",5,4,5,5,5,5,4,"Employable",1,0
"1931",5,4,5,5,5,5,4,"Employable",1,0
"1932",5,3,5,4,4,3,3,"Employable",1,0
"1933",5,4,5,5,5,4,4,"Employable",1,0
"1934",5,3,5,4,4,4,3,"LessEmployable",0,1
"1935",5,5,5,5,5,4,3,"Employable",1,0
"1936",5,5,5,5,5,5,3,"Employable",1,0
"1937",5,4,4,4,4,4,4,"LessEmployable",0,1
"1938",4,3,4,4,4,3,3,"LessEmployable",0,1
"1939",4,4,4,4,4,4,3,"LessEmployable",0,1
"1940",4,4,5,4,4,4,3,"LessEmployable",0,1
"1941",5,3,5,4,5,5,3,"Employable",1,0
"1942",5,3,3,3,3,3,2,"Employable",1,0
"1943",4,3,4,3,4,3,4,"Employable",1,0
"1944",4,3,4,4,4,3,3,"Employable",1,0
"1945",4,3,3,2,3,2,3,"Employable",1,0
"1946",5,5,5,5,5,5,4,"LessEmployable",0,1
"1947",4,3,4,3,4,3,4,"LessEmployable",0,1
"1948",3,3,4,4,4,3,3,"LessEmployable",0,1
"1949",4,3,4,4,4,3,3,"Employable",1,0
"1950",4,4,4,4,4,3,3,"Employable",1,0
"1951",4,4,5,5,4,5,5,"LessEmployable",0,1
"1952",4,5,5,5,5,4,5,"Employable",1,0
"1953",4,5,5,5,5,4,5,"Employable",1,0
"1954",4,4,3,4,4,4,4,"LessEmployable",0,1
"1955",4,3,4,4,4,3,3,"LessEmployable",0,1
"1956",4,3,4,4,3,4,4,"LessEmployable",0,1
"1957",3,3,4,4,4,4,4,"LessEmployable",0,1
"1958",3,3,4,3,4,3,3,"Employable",1,0
"1959",3,3,4,3,4,3,3,"Employable",1,0
"1960",3,4,4,4,3,4,3,"Employable",1,0
"1961",5,4,4,3,3,4,4,"LessEmployable",0,1
"1962",4,3,4,4,3,4,3,"LessEmployable",0,1
"1963",5,5,5,4,5,4,5,"LessEmployable",0,1
"1964",4,2,4,4,3,3,3,"LessEmployable",0,1
"1965",5,5,5,5,5,5,5,"LessEmployable",0,1
"1966",4,3,3,4,3,3,3,"Employable",1,0
"1967",5,4,3,3,3,3,2,"LessEmployable",0,1
"1968",5,5,5,5,5,4,5,"Employable",1,0
"1969",4,5,5,5,5,5,5,"LessEmployable",0,1
"1970",4,5,5,3,3,5,3,"LessEmployable",0,1
"1971",4,5,3,5,5,5,3,"Employable",1,0
"1972",3,5,5,3,5,5,3,"Employable",1,0
"1973",3,3,3,3,3,3,3,"Employable",1,0
"1974",4,3,4,4,4,3,3,"Employable",1,0
"1975",4,3,4,2,2,2,2,"LessEmployable",0,1
"1976",3,2,3,3,3,3,3,"LessEmployable",0,1
"1977",5,5,4,5,4,5,4,"LessEmployable",0,1
"1978",3,4,3,4,3,4,3,"Employable",1,0
"1979",4,3,3,3,3,3,3,"Employable",1,0
"1980",5,4,4,4,4,4,4,"Employable",1,0
"1981",4,4,4,4,4,4,4,"Employable",1,0
"1982",4,4,4,4,3,3,3,"LessEmployable",0,1
"1983",5,4,5,5,5,5,4,"LessEmployable",0,1
"1984",4,3,3,3,3,3,3,"Employable",1,0
"1985",4,5,4,4,4,4,4,"LessEmployable",0,1
